,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,datetime
32,2011-11-21T20:47:43.120Z,40.548,-124.0658333,18.571,1.85,md,16.0,114.0,0.1243,0.12,nc,nc71679960,2017-01-25T15:42:20.343Z,"2 km E of Hydesville, California",earthquake,0.34,0.47,0.18,11.0,reviewed,nc,nc,2011-11-21 20:47:43.120000+00:00
33,2011-11-21T19:10:48.420Z,40.5393333,-124.0645,19.288,1.9,md,14.0,142.0,0.1153,0.1,nc,nc71679935,2017-01-25T15:41:54.598Z,"2 km ESE of Hydesville, California",earthquake,0.47,0.62,0.194,8.0,reviewed,nc,nc,2011-11-21 19:10:48.420000+00:00
34,2011-11-21T18:20:58.730Z,40.547,-124.067,19.121,2.64,md,17.0,115.0,0.1234,0.12,nc,nc71679905,2022-07-23T10:45:03.547Z,"2 km E of Hydesville, California",earthquake,0.28,0.41,0.141,35.0,reviewed,nc,nc,2011-11-21 18:20:58.730000+00:00
35,2011-11-20T17:41:47.100Z,44.58,-123.4035,19.195,1.6,md,12.0,74.0,0.07089,0.27,uw,uw10831973,2016-07-22T18:04:12.640Z,"5 km NNW of Philomath, Oregon",earthquake,0.933,2.0,0.03,6.0,reviewed,uw,uw,2011-11-20 17:41:47.100000+00:00
36,2011-11-20T03:41:36.330Z,40.9745,-123.2953333,26.659,2.26,md,18.0,77.0,0.3207,0.06,nc,nc71684226,2017-01-25T15:26:57.157Z,"22 km ENE of Trinity Village, California",earthquake,0.5,1.8,0.148,17.0,reviewed,nc,nc,2011-11-20 03:41:36.330000+00:00
37,2011-11-20T00:15:46.500Z,40.3905,-125.3308333,22.491,2.9,md,25.0,295.0,0.7622,0.29,nc,nc71684176,2017-01-25T15:26:00.748Z,"92 km WSW of Ferndale, California",earthquake,6.52,16.96,0.123,25.0,reviewed,nc,nc,2011-11-20 00:15:46.500000+00:00
38,2011-11-17T15:36:39.480Z,40.8343333,-124.2786667,19.869,2.76,md,22.0,188.0,0.1892,0.08,nc,nc71682971,2022-07-23T10:30:47.914Z,"7 km WNW of Samoa, California",earthquake,0.4,0.35,0.14,41.0,reviewed,nc,nc,2011-11-17 15:36:39.480000+00:00
39,2011-11-17T03:13:22.110Z,40.427,-125.2116667,23.511,3.15,ml,60.0,243.0,0.6685,0.26,nc,nc71682661,2017-01-25T14:59:43.954Z,"82 km WSW of Ferndale, California",earthquake,1.64,10.94,0.308,12.0,reviewed,nc,nc,2011-11-17 03:13:22.110000+00:00
40,2011-11-14T22:34:42.670Z,40.4735,-124.7601667,25.189,2.38,md,35.0,240.0,0.3225,0.22,nc,nc71058409,2017-01-25T14:29:29.301Z,"43 km WSW of Ferndale, California",earthquake,0.97,3.92,0.304,30.0,reviewed,nc,nc,2011-11-14 22:34:42.670000+00:00
41,2011-11-11T16:12:12.970Z,40.6998333,-124.721,1.264,2.59,md,40.0,258.0,0.3685,0.4,nc,nc71679711,2017-01-25T14:00:34.810Z,"41 km WNW of Ferndale, California",earthquake,1.77,1.64,0.169,35.0,reviewed,nc,nc,2011-11-11 16:12:12.970000+00:00
42,2011-11-09T17:24:52.920Z,43.118,-126.814,10.0,2.8,ml,33.0,261.4,,0.78,us,usp000jamw,2014-11-07T01:46:19.626Z,"193 km WNW of Port Orford, Oregon",earthquake,,14.4,,,reviewed,us,us,2011-11-09 17:24:52.920000+00:00
43,2011-11-09T15:52:54.870Z,41.0615,-125.4298333,4.642,2.62,md,33.0,276.0,1.015,0.24,nc,nc71678466,2017-01-25T13:43:34.695Z,"108 km WNW of Samoa, California",earthquake,3.87,31.61,0.211,27.0,reviewed,nc,nc,2011-11-09 15:52:54.870000+00:00
44,2011-11-08T19:06:54.840Z,41.0408333,-125.3978333,22.702,2.77,md,44.0,263.0,0.9838,0.17,nc,nc71677826,2017-01-25T13:33:03.928Z,"104 km WNW of Samoa, California",earthquake,2.02,5.87,0.261,23.0,reviewed,nc,nc,2011-11-08 19:06:54.840000+00:00
45,2011-11-05T13:59:38.910Z,40.0868333,-123.6818333,20.419,2.03,md,26.0,79.0,0.1171,0.19,nc,nc71676066,2017-01-25T13:03:35.420Z,"8 km ENE of Benbow, California",earthquake,0.33,0.43,0.118,16.0,reviewed,nc,nc,2011-11-05 13:59:38.910000+00:00
46,2011-11-02T07:21:06.680Z,40.412,-126.101,10.0,3.9,mwr,41.0,242.4,,1.16,us,usp000ja81,2017-01-25T12:39:16.350Z,"156 km W of Ferndale, California",earthquake,,,,,reviewed,us,brk,2011-11-02 07:21:06.680000+00:00
47,2011-10-30T02:19:32.420Z,40.3098333,-124.567,21.561,2.19,md,16.0,236.0,0.2072,0.22,nc,nc71672661,2017-01-25T12:11:57.131Z,"39 km SW of Ferndale, California",earthquake,1.09,0.54,0.171,15.0,reviewed,nc,nc,2011-10-30 02:19:32.420000+00:00
48,2011-10-29T00:32:37.130Z,48.1945,-123.065,20.543,0.8,md,11.0,200.0,0.1214,0.08,uw,uw10833498,2016-07-22T18:01:41.340Z,"7 km NNE of Jamestown, Washington",earthquake,0.402,0.77,0.02,4.0,reviewed,uw,uw,2011-10-29 00:32:37.130000+00:00
49,2011-10-26T04:22:45.180Z,40.4966667,-123.9735,19.093,1.95,md,14.0,87.0,0.06306,0.14,nc,nc71670486,2017-01-25T11:34:40.378Z,"10 km N of Redcrest, California",earthquake,0.46,0.66,0.105,8.0,reviewed,nc,nc,2011-10-26 04:22:45.180000+00:00
50,2011-10-24T15:18:52.260Z,40.5556667,-124.238,10.172,1.66,md,17.0,151.0,0.1099,0.14,nc,nc71669746,2017-01-25T11:25:45.220Z,"3 km SE of Ferndale, California",earthquake,0.52,0.79,0.209,11.0,reviewed,nc,nc,2011-10-24 15:18:52.260000+00:00
51,2011-10-23T05:39:50.430Z,40.6216667,-124.1683333,19.737,2.15,md,17.0,150.0,0.1946,0.08,nc,nc71668946,2017-01-25T11:14:28.370Z,near the coast of Northern California,earthquake,0.43,0.4,0.178,19.0,reviewed,nc,nc,2011-10-23 05:39:50.430000+00:00
52,2011-10-23T01:51:02.010Z,40.3368333,-124.2813333,32.721,2.76,md,16.0,187.0,0.01532,0.15,nc,nc71668876,2017-01-25T11:13:25.750Z,"22 km SW of Scotia, California",earthquake,1.23,1.64,0.154,31.0,reviewed,nc,nc,2011-10-23 01:51:02.010000+00:00
53,2011-10-22T21:02:00.570Z,40.5571667,-124.2325,10.357,1.75,md,13.0,165.0,0.1144,0.11,nc,nc71668766,2017-01-25T11:12:14.221Z,"3 km SE of Ferndale, California",earthquake,0.96,0.66,0.107,9.0,reviewed,nc,nc,2011-10-22 21:02:00.570000+00:00
54,2011-10-22T09:46:44.090Z,40.6951667,-125.1443333,5.229,2.71,md,37.0,256.0,0.6523,0.28,nc,nc71668486,2017-01-25T11:08:15.633Z,"75 km W of Ferndale, California",earthquake,2.68,7.36,0.113,38.0,reviewed,nc,nc,2011-10-22 09:46:44.090000+00:00
55,2011-10-21T10:58:59.430Z,47.8961667,-124.2875,38.618,0.9,md,16.0,127.0,0.08185,0.15,uw,uw10832163,2016-07-22T18:00:51.540Z,"9 km SE of Forks, Washington",earthquake,0.728,0.6,0.02,5.0,reviewed,uw,uw,2011-10-21 10:58:59.430000+00:00
56,2011-10-19T15:08:04.510Z,40.3941667,-124.4116667,22.029,1.38,md,11.0,243.0,0.0991,0.13,nc,nc71666491,2017-01-25T10:39:41.682Z,"23 km SSW of Ferndale, California",earthquake,1.39,0.9,0.019,4.0,reviewed,nc,nc,2011-10-19 15:08:04.510000+00:00
57,2011-10-18T23:16:14.190Z,47.2661667,-124.1101667,27.472,1.5,md,6.0,230.0,0.2066,0.16,uw,uw10831693,2016-07-22T18:00:36.840Z,"8 km ENE of Moclips, Washington",earthquake,1.822,1.89,0.04,3.0,reviewed,uw,uw,2011-10-18 23:16:14.190000+00:00
58,2011-10-17T10:46:54.630Z,40.2291667,-124.1623333,12.05,1.17,md,10.0,140.0,0.02252,0.06,nc,nc71665321,2017-01-25T10:24:23.383Z,"22 km WSW of Weott, California",earthquake,0.4,0.49,0.064,4.0,reviewed,nc,nc,2011-10-17 10:46:54.630000+00:00
59,2011-10-17T08:39:02.890Z,48.1443333,-123.0703333,12.094,1.2,md,12.0,188.0,0.07226,0.11,uw,uw10831483,2016-07-22T18:00:27.490Z,"2 km NE of Jamestown, Washington",earthquake,0.344,0.83,0.03,6.0,reviewed,uw,uw,2011-10-17 08:39:02.890000+00:00
60,2011-10-17T04:52:20.420Z,40.0358333,-123.7955,15.896,2.32,md,28.0,112.0,0.1351,0.12,nc,nc71665216,2017-01-25T10:22:20.890Z,Northern California,earthquake,0.26,0.35,0.086,26.0,reviewed,nc,nc,2011-10-17 04:52:20.420000+00:00
61,2011-10-16T03:20:24.180Z,47.8863333,-124.8045,30.688,1.3,md,7.0,257.0,0.1716,0.17,uw,uw10831168,2016-07-22T17:59:34.740Z,"32 km WSW of Forks, Washington",earthquake,1.422,0.86,0.03,4.0,reviewed,uw,uw,2011-10-16 03:20:24.180000+00:00
62,2011-10-09T13:17:03.890Z,44.527,-126.294,10.0,2.5,ml,14.0,262.5,,0.63,us,usp000j94h,2016-07-22T17:58:04.670Z,"175 km W of Yachats, Oregon",earthquake,,,,,reviewed,us,us,2011-10-09 13:17:03.890000+00:00
63,2011-10-07T19:09:22.210Z,40.561,-123.9185,23.177,2.14,md,19.0,86.0,0.1387,0.14,nc,nc71659931,2017-01-25T09:02:39.576Z,"15 km E of Hydesville, California",earthquake,0.47,0.69,0.199,17.0,reviewed,nc,nc,2011-10-07 19:09:22.210000+00:00
64,2011-10-06T05:15:49.360Z,40.304,-124.5623333,20.5,2.34,md,9.0,286.0,0.2027,0.11,nc,nc71659176,2017-01-25T08:51:09.416Z,"39 km SW of Ferndale, California",earthquake,1.57,0.43,0.155,8.0,reviewed,nc,nc,2011-10-06 05:15:49.360000+00:00
65,2011-10-05T05:55:26.340Z,40.5185,-124.2853333,27.142,2.42,md,17.0,152.0,0.05856,0.09,nc,nc71658661,2017-01-25T08:43:37.230Z,"6 km SSW of Ferndale, California",earthquake,0.75,1.08,0.149,21.0,reviewed,nc,nc,2011-10-05 05:55:26.340000+00:00
66,2011-10-05T01:17:15.020Z,40.3331667,-125.1225,13.381,2.86,ml,25.0,286.0,0.6153,0.25,nc,nc71658576,2017-01-25T08:42:35.842Z,"77 km WSW of Ferndale, California",earthquake,7.75,9.21,0.264,10.0,reviewed,nc,nc,2011-10-05 01:17:15.020000+00:00
67,2011-10-03T00:52:11.830Z,45.2576667,-123.8933333,17.293,2.3,md,14.0,189.0,0.07165,0.32,uw,uw10828118,2016-09-01T18:43:27.256Z,"3 km NW of Hebo, Oregon",earthquake,0.771,0.92,0.03,7.0,reviewed,uw,uw,2011-10-03 00:52:11.830000+00:00
68,2011-10-02T15:59:13.840Z,47.6131667,-123.4753333,36.506,1.8,md,14.0,67.0,0.2492,0.07,uw,uw10828033,2016-07-22T17:57:42.300Z,"34 km NW of Hoodsport, Washington",earthquake,0.057,0.01,0.02,10.0,reviewed,uw,uw,2011-10-02 15:59:13.840000+00:00
69,2011-10-02T13:20:11.570Z,48.4471667,-123.4145,21.84,1.4,md,12.0,164.0,0.06863,0.14,uw,uw10827973,2016-07-22T17:57:41.750Z,"1 km N of Esquimalt, Canada",earthquake,0.795,0.41,0.02,6.0,reviewed,uw,uw,2011-10-02 13:20:11.570000+00:00
70,2011-09-29T15:19:26.560Z,40.7606667,-123.9771667,28.356,1.92,md,14.0,172.0,0.06937,0.09,nc,nc71655421,2017-01-25T07:54:23.902Z,"10 km ESE of Indianola, California",earthquake,0.97,1.75,0.162,11.0,reviewed,nc,nc,2011-09-29 15:19:26.560000+00:00
71,2011-09-28T23:57:35.950Z,40.4876667,-123.847,20.819,1.62,md,15.0,103.0,0.06486,0.09,nc,nc71655146,2017-01-25T07:50:08.449Z,"13 km NE of Redcrest, California",earthquake,0.52,0.33,0.096,10.0,reviewed,nc,nc,2011-09-28 23:57:35.950000+00:00
72,2011-09-27T23:15:26.880Z,48.6173333,-123.063,12.685,1.3,md,13.0,149.0,0.07873,0.1,uw,uw10831063,2016-07-22T17:57:28.510Z,"8 km WNW of Orcas, Washington",earthquake,0.184,0.13,0.04,6.0,reviewed,uw,uw,2011-09-27 23:15:26.880000+00:00
73,2011-09-27T23:14:11.250Z,48.6145,-123.0566667,13.105,1.5,md,13.0,147.0,0.07444,0.09,uw,uw10831053,2016-07-22T17:57:28.140Z,"8 km WNW of Orcas, Washington",earthquake,0.122,0.21,0.03,3.0,reviewed,uw,uw,2011-09-27 23:14:11.250000+00:00
74,2011-09-26T05:40:48.970Z,40.415,-124.6276667,23.813,2.63,md,28.0,244.0,0.2297,0.16,nc,nc71653526,2022-07-23T06:08:04.534Z,"35 km WSW of Ferndale, California",earthquake,0.78,0.92,0.303,55.0,reviewed,nc,nc,2011-09-26 05:40:48.970000+00:00
75,2011-09-23T10:58:16.920Z,41.0715,-123.4138333,30.61,2.45,md,16.0,51.0,0.2099,0.13,nc,nc71652046,2017-01-25T07:09:40.416Z,"23 km NE of Willow Creek, California",earthquake,0.34,1.14,0.116,19.0,reviewed,nc,nc,2011-09-23 10:58:16.920000+00:00
76,2011-09-22T01:23:22.420Z,40.5548333,-124.2281667,19.35,1.91,md,10.0,162.0,0.1153,0.09,nc,nc71651191,2017-01-25T06:56:42.447Z,"3 km SE of Ferndale, California",earthquake,0.51,0.75,0.195,7.0,reviewed,nc,nc,2011-09-22 01:23:22.420000+00:00
77,2011-09-21T13:18:11.020Z,49.8415,-123.6535,9.253,0.0,md,7.0,188.0,0.2891,0.14,uw,uw10829973,2016-07-22T17:57:10.900Z,"36 km NE of South Pender Harbour, Canada",earthquake,0.064,,0.03,0.0,reviewed,uw,uw,2011-09-21 13:18:11.020000+00:00
78,2011-09-21T06:04:37.870Z,40.9731667,-123.155,40.57,2.23,md,16.0,66.0,0.318,0.16,nc,nc71650676,2017-01-25T06:48:12.521Z,"27 km NNW of Junction City, California",earthquake,0.46,1.39,0.139,15.0,reviewed,nc,nc,2011-09-21 06:04:37.870000+00:00
79,2011-09-21T04:36:58.990Z,48.928,-129.355,10.0,4.5,mwr,121.0,179.5,,,us,usp000j8bm,2014-11-07T01:45:56.121Z,"246 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc,2011-09-21 04:36:58.990000+00:00
80,2011-09-21T01:05:45.020Z,40.1496667,-123.8575,20.356,2.62,md,24.0,70.0,0.09279,0.2,nc,nc71650576,2017-01-25T06:47:10.500Z,"4 km NW of Redway, California",earthquake,0.39,0.46,0.139,45.0,reviewed,nc,nc,2011-09-21 01:05:45.020000+00:00
81,2011-09-20T05:40:37.000Z,40.2998333,-124.48,20.773,2.6,md,17.0,250.0,0.1414,0.14,nc,nc71650121,2017-01-25T06:41:50.733Z,"35 km SSW of Ferndale, California",earthquake,1.3,0.42,0.165,30.0,reviewed,nc,nc,2011-09-20 05:40:37+00:00
82,2011-09-18T20:15:33.350Z,40.5156667,-124.6153333,7.657,2.33,md,13.0,249.0,0.318,0.24,nc,nc71649331,2017-01-25T06:32:02.522Z,"30 km WSW of Ferndale, California",earthquake,1.45,0.81,0.296,18.0,reviewed,nc,nc,2011-09-18 20:15:33.350000+00:00
83,2011-09-18T13:33:25.810Z,40.68,-126.958,10.0,2.6,ml,15.0,270.5,,0.83,us,usp000j88e,2017-01-25T06:30:11.411Z,"228 km W of Ferndale, California",earthquake,,,,,reviewed,us,us,2011-09-18 13:33:25.810000+00:00
84,2011-09-18T01:02:50.480Z,40.4573333,-124.6738333,25.413,2.61,md,25.0,255.0,0.2568,0.17,nc,nc71648811,2017-01-25T06:23:56.379Z,"37 km WSW of Ferndale, California",earthquake,0.68,2.18,0.315,30.0,reviewed,nc,nc,2011-09-18 01:02:50.480000+00:00
85,2011-09-17T17:10:26.520Z,40.4945,-124.8546667,6.313,2.14,md,21.0,248.0,0.3946,0.26,nc,nc71648526,2017-01-25T06:18:43.577Z,"50 km W of Ferndale, California",earthquake,1.27,2.11,0.338,17.0,reviewed,nc,nc,2011-09-17 17:10:26.520000+00:00
86,2011-09-17T13:34:24.730Z,40.3931667,-124.6278333,20.733,2.07,md,17.0,258.0,0.236,0.13,nc,nc71648391,2017-01-25T06:17:01.240Z,"36 km WSW of Ferndale, California",earthquake,0.98,0.42,0.34,18.0,reviewed,nc,nc,2011-09-17 13:34:24.730000+00:00
87,2011-09-15T19:11:16.830Z,40.5506667,-124.3266667,22.624,2.3,md,12.0,193.0,0.07568,0.11,nc,nc71647421,2017-01-25T06:03:44.941Z,"6 km WSW of Ferndale, California",earthquake,0.55,0.39,0.272,12.0,reviewed,nc,nc,2011-09-15 19:11:16.830000+00:00
88,2011-09-15T11:29:13.680Z,40.4633333,-125.8628333,10.712,2.86,md,36.0,269.0,1.162,0.3,nc,nc71647196,2017-01-25T06:00:31.722Z,"136 km W of Ferndale, California",earthquake,2.78,31.61,0.179,33.0,reviewed,nc,nc,2011-09-15 11:29:13.680000+00:00
89,2011-09-15T11:02:09.100Z,49.421,-127.194,35.2,4.1,mwr,136.0,168.5,,,us,usp000j82x,2014-11-07T01:45:53.933Z,"90 km SW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc,2011-09-15 11:02:09.100000+00:00
90,2011-09-14T18:43:35.620Z,40.3396667,-124.4666667,21.115,2.06,md,11.0,262.0,0.1405,0.13,nc,nc71646721,2017-01-25T05:55:03.212Z,"31 km SSW of Ferndale, California",earthquake,1.19,0.48,0.487,17.0,reviewed,nc,nc,2011-09-14 18:43:35.620000+00:00
91,2011-09-14T05:47:57.290Z,40.291,-124.3325,20.215,2.0,md,17.0,203.0,0.04775,0.16,nc,nc71646396,2017-01-25T05:49:39.520Z,"28 km SW of Scotia, California",earthquake,0.78,0.52,0.339,27.0,reviewed,nc,nc,2011-09-14 05:47:57.290000+00:00
