,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,datetime
184,2011-07-12T00:32:42.410Z,40.7308333,-124.305,6.729,1.91,md,18.0,195.0,0.2261,0.17,nc,nc71599480,2017-01-24T19:55:59.475Z,"7 km W of Fields Landing, California",earthquake,0.48,0.66,0.026,10.0,reviewed,nc,nc,2011-07-12 00:32:42.410000+00:00
185,2011-07-11T14:44:55.240Z,41.3201667,-123.7818333,36.415,2.73,md,20.0,124.0,0.2441,0.15,nc,nc71599230,2017-01-24T19:52:21.656Z,"23 km E of Orick, California",earthquake,0.74,0.53,0.1,17.0,reviewed,nc,nc,2011-07-11 14:44:55.240000+00:00
186,2011-07-10T17:38:59.310Z,40.3373333,-124.5481667,14.2,2.04,md,10.0,291.0,0.2018,0.13,nc,nc71598785,2017-01-24T19:46:03.949Z,"35 km SW of Ferndale, California",earthquake,1.13,0.82,0.042,10.0,reviewed,nc,nc,2011-07-10 17:38:59.310000+00:00
187,2011-07-07T18:09:10.340Z,40.4141667,-124.3793333,16.68,2.12,md,11.0,278.0,0.1171,0.09,nc,nc71597265,2017-01-24T19:19:33.915Z,"20 km SSW of Ferndale, California",earthquake,2.71,0.92,0.137,11.0,reviewed,nc,nc,2011-07-07 18:09:10.340000+00:00
188,2011-07-06T13:39:53.060Z,48.13,-124.451,37.844,1.5,md,22.0,122.0,0.07375,0.31,uw,uw10820148,2016-07-22T17:46:27.190Z,"18 km SW of Sekiu, Washington",earthquake,0.455,0.34,0.03,2.0,reviewed,uw,uw,2011-07-06 13:39:53.060000+00:00
189,2011-07-05T20:17:09.580Z,40.2508333,-124.1808333,9.85,2.15,md,17.0,93.0,0.007207,0.14,nc,nc71596070,2017-01-24T19:04:24.102Z,"23 km WSW of Weott, California",earthquake,0.46,0.47,0.134,13.0,reviewed,nc,nc,2011-07-05 20:17:09.580000+00:00
190,2011-07-05T13:38:29.810Z,40.3903333,-124.3278333,19.71,2.07,md,17.0,228.0,0.07568,0.09,nc,nc71595940,2017-01-24T19:02:24.393Z,"21 km SSW of Ferndale, California",earthquake,0.68,0.35,0.118,13.0,reviewed,nc,nc,2011-07-05 13:38:29.810000+00:00
191,2011-06-30T19:26:38.740Z,40.435,-125.7998333,4.287,2.79,md,28.0,293.0,1.154,0.35,nc,nc71593140,2017-01-24T18:14:03.552Z,"131 km W of Ferndale, California",earthquake,11.83,23.24,0.139,22.0,reviewed,nc,nc,2011-06-30 19:26:38.740000+00:00
192,2011-06-30T13:54:11.290Z,40.593,-124.2723333,20.9,2.59,md,23.0,188.0,0.2622,0.06,nc,nc71592960,2017-01-24T18:11:59.823Z,"1 km NNW of Ferndale, California",earthquake,0.44,0.54,0.191,11.0,reviewed,nc,nc,2011-06-30 13:54:11.290000+00:00
193,2011-06-30T09:00:22.460Z,40.7421667,-123.7101667,28.662,2.37,md,20.0,104.0,0.1342,0.04,nc,nc71592865,2017-01-24T18:10:11.020Z,"21 km WSW of Burnt Ranch, California",earthquake,0.28,0.7,0.186,27.0,reviewed,nc,nc,2011-06-30 09:00:22.460000+00:00
194,2011-06-29T06:44:04.310Z,40.5336667,-124.7698333,8.5,2.55,md,40.0,247.0,0.427,0.19,nc,nc71592110,2017-01-24T17:54:12.855Z,"43 km W of Ferndale, California",earthquake,1.92,1.15,0.202,34.0,reviewed,nc,nc,2011-06-29 06:44:04.310000+00:00
195,2011-06-25T23:37:06.880Z,41.2355,-124.3553333,26.506,2.41,md,25.0,212.0,0.2622,0.16,nc,nc71590305,2017-01-24T17:24:00.030Z,"20 km WNW of Big Lagoon, California",earthquake,0.65,1.18,0.181,21.0,reviewed,nc,nc,2011-06-25 23:37:06.880000+00:00
196,2011-06-23T10:37:06.400Z,43.457,-128.587,10.0,3.6,ml,15.0,298.8,,0.49,us,usp000j3kz,2014-11-07T01:45:09.344Z,off the coast of Oregon,earthquake,,,,,reviewed,us,us,2011-06-23 10:37:06.400000+00:00
197,2011-06-23T03:02:34.490Z,40.4453333,-124.2726667,21.03,2.0,md,11.0,215.0,0.1243,0.06,nc,nc71588905,2022-07-23T00:34:51.813Z,"14 km S of Ferndale, California",earthquake,0.91,0.62,0.098,9.0,reviewed,nc,nc,2011-06-23 03:02:34.490000+00:00
198,2011-06-21T22:14:02.270Z,48.2666667,-124.8426667,31.922,1.2,md,9.0,191.0,0.1486,0.35,uw,uw10820038,2016-07-22T17:45:36.120Z,"19 km SW of Neah Bay, Washington",earthquake,2.922,2.67,0.03,2.0,reviewed,uw,uw,2011-06-21 22:14:02.270000+00:00
199,2011-06-19T02:29:54.820Z,40.1806667,-124.2026667,4.99,2.31,md,16.0,180.0,0.02162,0.15,nc,nc71587020,2017-01-24T16:32:47.490Z,"20 km NNW of Shelter Cove, California",earthquake,0.33,0.44,0.114,32.0,reviewed,nc,nc,2011-06-19 02:29:54.820000+00:00
200,2011-06-18T10:49:11.370Z,41.88,-126.997,10.0,5.2,mwc,244.0,112.7,,1.3,us,usp000j3cc,2022-08-08T22:37:22.151Z,"219 km WSW of Pistol River, Oregon",earthquake,,,,,reviewed,us,gcmt,2011-06-18 10:49:11.370000+00:00
201,2011-06-15T03:50:29.440Z,48.6021667,-123.7041667,24.11,1.6,md,19.0,90.0,0.1748,0.27,uw,uw10818083,2016-07-22T17:45:16.590Z,"15 km SSW of Cowichan Bay, Canada",earthquake,0.266,0.25,0.04,8.0,reviewed,uw,uw,2011-06-15 03:50:29.440000+00:00
202,2011-06-14T12:20:47.770Z,40.2946667,-124.3776667,19.44,3.69,mw,18.0,243.0,0.07117,0.19,nc,nc71584880,2022-08-06T06:56:32.117Z,"31 km SW of Scotia, California",earthquake,0.9,0.37,,4.0,reviewed,nc,nc,2011-06-14 12:20:47.770000+00:00
203,2011-06-13T10:24:05.630Z,48.2841667,-124.8246667,36.482,2.6,md,23.0,170.0,0.1339,0.38,uw,uw10817798,2016-07-22T17:45:08.420Z,"17 km WSW of Neah Bay, Washington",earthquake,1.16,0.99,0.03,9.0,reviewed,uw,uw,2011-06-13 10:24:05.630000+00:00
204,2011-06-13T08:52:31.460Z,48.2976667,-124.9868333,-0.318,1.6,md,9.0,208.0,0.2415,0.48,uw,uw10817788,2016-07-22T17:45:07.090Z,"27 km WSW of Neah Bay, Washington",earthquake,0.092,0.12,0.03,4.0,reviewed,uw,uw,2011-06-13 08:52:31.460000+00:00
205,2011-06-12T23:49:21.470Z,41.0325,-125.2313333,23.107,2.72,ml,61.0,259.0,0.9207,0.35,nc,nc71584195,2017-01-24T15:45:28.268Z,"91 km WNW of Samoa, California",earthquake,2.64,15.41,0.079,8.0,reviewed,nc,nc,2011-06-12 23:49:21.470000+00:00
206,2011-06-12T09:06:36.090Z,41.8576667,-125.6851667,22.464,2.92,md,8.0,281.0,1.35,0.14,nc,nc71583865,2017-01-24T15:39:05.560Z,"116 km WSW of Pistol River, Oregon",earthquake,2.83,11.93,0.111,18.0,reviewed,nc,nc,2011-06-12 09:06:36.090000+00:00
207,2011-06-10T10:45:34.610Z,48.2226667,-123.2685,26.879,1.5,md,14.0,120.0,0.195,0.13,uw,uw10817368,2016-07-22T17:44:56.390Z,"15 km NNE of Port Angeles East, Washington",earthquake,0.323,0.31,0.03,6.0,reviewed,uw,uw,2011-06-10 10:45:34.610000+00:00
208,2011-06-08T15:18:05.600Z,41.1221667,-123.5796667,35.23,2.73,md,37.0,66.0,0.1838,0.23,nc,nc71581990,2017-01-24T15:06:45.300Z,"20 km NNE of Willow Creek, California",earthquake,0.49,0.4,0.156,39.0,reviewed,nc,nc,2011-06-08 15:18:05.600000+00:00
209,2011-06-07T17:42:04.300Z,40.3805,-124.242,27.26,2.43,md,19.0,163.0,0.06667,0.14,nc,nc71581535,2017-01-24T14:59:10.520Z,"16 km SW of Scotia, California",earthquake,0.56,0.81,0.147,28.0,reviewed,nc,nc,2011-06-07 17:42:04.300000+00:00
210,2011-06-07T07:31:59.770Z,41.995,-125.8271667,8.864,2.91,md,30.0,272.0,1.463,0.25,nc,nc71581360,2017-01-24T14:56:39.259Z,"122 km WSW of Pistol River, Oregon",earthquake,4.05,31.61,0.101,11.0,reviewed,nc,nc,2011-06-07 07:31:59.770000+00:00
211,2011-06-06T22:48:23.140Z,40.7408333,-125.143,4.821,2.44,md,35.0,286.0,0.7766,0.28,nc,nc71581150,2017-01-24T14:53:14.893Z,"76 km WNW of Ferndale, California",earthquake,6.49,5.22,0.247,22.0,reviewed,nc,nc,2011-06-06 22:48:23.140000+00:00
212,2011-06-03T18:29:35.080Z,48.4015,-124.2445,36.224,1.5,md,13.0,59.0,0.2187,0.36,uw,uw10816483,2016-07-22T17:44:34.070Z,"15 km NNE of Sekiu, Washington",earthquake,1.394,2.58,0.03,6.0,reviewed,uw,uw,2011-06-03 18:29:35.080000+00:00
213,2011-06-02T13:56:38.890Z,40.4,-124.5811667,15.76,2.53,md,19.0,263.0,0.2396,0.17,nc,nc71579065,2017-01-24T14:19:13.323Z,"33 km SW of Ferndale, California",earthquake,3.01,0.74,0.119,18.0,reviewed,nc,nc,2011-06-02 13:56:38.890000+00:00
214,2011-06-02T10:36:52.060Z,43.7921667,-124.597,33.258,2.0,md,7.0,301.0,0.3759,0.09,uw,uw10816243,2016-07-22T17:44:30.290Z,"36 km WNW of Winchester Bay, Oregon",earthquake,1.593,1.33,0.03,5.0,reviewed,uw,uw,2011-06-02 10:36:52.060000+00:00
215,2011-06-02T02:46:22.460Z,40.4791667,-124.4448333,19.049,2.04,md,16.0,247.0,0.1991,0.09,nc,nc71578855,2017-01-24T14:15:30.705Z,"18 km SW of Ferndale, California",earthquake,1.19,0.57,0.111,14.0,reviewed,nc,nc,2011-06-02 02:46:22.460000+00:00
216,2011-06-01T20:55:58.920Z,40.3895,-125.046,-0.26,2.67,md,51.0,259.0,0.5811,0.25,nc,nc71578720,2017-01-24T14:13:57.893Z,"69 km WSW of Ferndale, California",earthquake,0.76,0.87,0.225,42.0,reviewed,nc,nc,2011-06-01 20:55:58.920000+00:00
217,2011-06-01T04:29:49.790Z,40.2996667,-124.4038333,20.84,2.45,md,19.0,245.0,0.09009,0.23,nc,nc71578420,2017-01-24T14:09:13.747Z,"32 km SW of Scotia, California",earthquake,1.86,0.53,0.182,37.0,reviewed,nc,nc,2011-06-01 04:29:49.790000+00:00
218,2011-05-31T23:09:30.250Z,40.6253333,-123.6995,22.482,1.64,md,11.0,117.0,0.1658,0.08,nc,nc71578320,2017-01-24T14:08:11.062Z,"20 km W of Hyampom, California",earthquake,0.61,0.66,0.16,11.0,reviewed,nc,nc,2011-05-31 23:09:30.250000+00:00
219,2011-05-30T13:46:26.240Z,40.3,-124.5296667,19.68,2.15,md,19.0,260.0,0.1775,0.19,nc,nc71577700,2017-01-24T13:59:30.982Z,"38 km SW of Ferndale, California",earthquake,1.2,0.55,0.286,22.0,reviewed,nc,nc,2011-05-30 13:46:26.240000+00:00
220,2011-05-30T00:31:46.890Z,40.3228333,-124.5403333,19.82,2.88,md,25.0,245.0,0.1928,0.24,nc,nc71577465,2017-01-24T13:55:09.181Z,"36 km SW of Ferndale, California",earthquake,1.96,0.46,0.145,49.0,reviewed,nc,nc,2011-05-30 00:31:46.890000+00:00
221,2011-05-29T06:39:01.920Z,46.1705,-123.7436667,33.284,1.71,md,10.0,153.0,0.2235,0.13,uw,uw10818698,2016-07-22T17:44:15.110Z,"7 km ESE of Astoria, Oregon",earthquake,0.36,1.01,0.111,4.0,reviewed,uw,uw,2011-05-29 06:39:01.920000+00:00
222,2011-05-28T18:47:29.130Z,40.4148333,-125.0938333,2.24,2.36,md,26.0,273.0,0.6225,0.29,nc,nc71576770,2017-01-24T13:45:27.276Z,"72 km WSW of Ferndale, California",earthquake,1.18,2.17,0.134,17.0,reviewed,nc,nc,2011-05-28 18:47:29.130000+00:00
223,2011-05-27T09:09:59.420Z,41.75,-126.219,10.9,3.0,ml,24.0,243.0,,,us,usp000j29e,2017-01-24T13:33:16.686Z,"162 km WSW of Pistol River, Oregon",earthquake,,,,,reviewed,nc,nc,2011-05-27 09:09:59.420000+00:00
224,2011-05-26T20:24:30.240Z,40.2916667,-124.3415,12.54,2.08,md,16.0,248.0,0.05135,0.16,nc,nc71575830,2017-01-24T13:30:24.635Z,"29 km SW of Scotia, California",earthquake,0.66,0.3,0.163,18.0,reviewed,nc,nc,2011-05-26 20:24:30.240000+00:00
225,2011-05-26T16:35:20.430Z,40.3641667,-125.2776667,0.89,2.59,md,33.0,284.0,0.7495,0.31,nc,nc71575770,2017-01-24T13:29:39.820Z,"89 km WSW of Ferndale, California",earthquake,8.68,5.16,0.212,28.0,reviewed,nc,nc,2011-05-26 16:35:20.430000+00:00
226,2011-05-24T10:09:21.660Z,41.6311667,-124.3071667,8.847,2.61,md,29.0,179.0,0.3784,0.26,nc,nc71574505,2017-01-24T13:11:58.770Z,"16 km SSW of Crescent City, California",earthquake,0.97,1.97,0.192,30.0,reviewed,nc,nc,2011-05-24 10:09:21.660000+00:00
227,2011-05-24T02:42:32.820Z,41.6361667,-124.2676667,15.442,2.5,md,18.0,213.0,0.3514,0.22,nc,nc71574365,2017-01-24T13:09:49.941Z,"14 km SSW of Crescent City, California",earthquake,1.59,2.41,0.093,12.0,reviewed,nc,nc,2011-05-24 02:42:32.820000+00:00
228,2011-05-24T00:14:01.760Z,40.476,-124.2855,18.099,2.05,md,15.0,221.0,0.1387,0.1,nc,nc71574275,2017-01-24T13:08:39.404Z,"11 km S of Ferndale, California",earthquake,0.6,0.51,0.154,11.0,reviewed,nc,nc,2011-05-24 00:14:01.760000+00:00
229,2011-05-22T09:03:33.110Z,40.472,-124.4488333,21.859,1.81,md,12.0,248.0,0.1955,0.13,nc,nc71573460,2017-01-24T12:59:37.886Z,"19 km SW of Ferndale, California",earthquake,2.2,0.96,0.122,5.0,reviewed,nc,nc,2011-05-22 09:03:33.110000+00:00
230,2011-05-22T05:25:46.840Z,40.4676667,-124.2835,18.879,1.89,md,12.0,257.0,0.1342,0.09,nc,nc71573390,2017-01-24T12:58:19.428Z,"12 km S of Ferndale, California",earthquake,1.26,0.64,0.151,7.0,reviewed,nc,nc,2011-05-22 05:25:46.840000+00:00
231,2011-05-21T11:06:10.550Z,48.4691667,-123.2671667,25.694,1.6,md,16.0,100.0,0.06717,0.18,uw,uw10817158,2016-07-22T17:43:43.940Z,"3 km NE of Oak Bay, Canada",earthquake,0.58,0.37,0.03,6.0,reviewed,uw,uw,2011-05-21 11:06:10.550000+00:00
232,2011-05-19T05:58:29.150Z,44.4778333,-123.5013333,17.35,2.0,md,17.0,91.0,0.04546,0.26,uw,uw10816698,2016-07-22T17:43:35.620Z,"12 km WSW of Philomath, Oregon",earthquake,0.433,1.25,0.03,7.0,reviewed,uw,uw,2011-05-19 05:58:29.150000+00:00
233,2011-05-16T11:22:57.150Z,40.2593333,-123.7541667,29.978,2.13,md,21.0,49.0,0.05495,0.13,nc,nc71570820,2017-01-24T12:20:47.580Z,"6 km NNE of Phillipsville, California",earthquake,0.42,0.77,0.173,21.0,reviewed,nc,nc,2011-05-16 11:22:57.150000+00:00
234,2011-05-16T10:28:43.900Z,40.4066667,-123.5306667,5.197,2.09,md,24.0,51.0,0.07928,0.23,nc,nc71570815,2022-07-22T22:38:39.604Z,"5 km SSW of Mad River, California",earthquake,0.26,0.75,0.102,23.0,reviewed,nc,nc,2011-05-16 10:28:43.900000+00:00
235,2011-05-13T14:20:22.860Z,40.3488333,-124.3023333,22.869,1.94,md,13.0,240.0,0.03063,0.15,nc,nc71569640,2017-01-24T12:01:36.052Z,"22 km SW of Scotia, California",earthquake,1.45,0.44,0.087,8.0,reviewed,nc,nc,2011-05-13 14:20:22.860000+00:00
236,2011-05-12T15:13:56.870Z,40.2913333,-124.4606667,18.76,2.28,md,16.0,277.0,0.1243,0.25,nc,nc71569065,2017-01-24T11:54:55.673Z,"35 km SSW of Ferndale, California",earthquake,1.63,0.86,0.202,26.0,reviewed,nc,nc,2011-05-12 15:13:56.870000+00:00
237,2011-05-12T06:42:13.250Z,40.2938333,-124.4755,19.52,1.89,md,13.0,299.0,0.136,0.23,nc,nc71568865,2017-01-24T11:51:56.169Z,near the coast of Northern California,earthquake,1.5,0.64,0.126,8.0,reviewed,nc,nc,2011-05-12 06:42:13.250000+00:00
238,2011-05-12T04:32:53.030Z,40.3165,-124.5186667,18.64,2.86,md,22.0,243.0,0.1748,0.24,nc,nc71568835,2017-01-24T11:51:38.947Z,"36 km SW of Ferndale, California",earthquake,1.32,0.51,0.132,63.0,reviewed,nc,nc,2011-05-12 04:32:53.030000+00:00
239,2011-05-11T16:36:23.640Z,40.5511667,-123.9465,20.287,1.74,md,17.0,118.0,0.1216,0.12,nc,nc71568585,2017-01-24T11:48:25.382Z,Northern California,earthquake,0.34,0.54,0.106,11.0,reviewed,nc,nc,2011-05-11 16:36:23.640000+00:00
240,2011-05-11T10:33:37.950Z,40.3543333,-123.9923333,21.583,1.45,md,12.0,96.0,0.08198,0.06,nc,nc71568430,2017-01-24T11:46:35.017Z,"6 km SW of Redcrest, California",earthquake,0.33,0.39,0.22,8.0,reviewed,nc,nc,2011-05-11 10:33:37.950000+00:00
241,2011-05-10T20:34:55.320Z,40.3691667,-124.3518333,22.61,1.4,md,7.0,224.0,0.07027,0.08,nc,nc71568110,2017-01-24T11:40:26.760Z,"24 km SSW of Ferndale, California",earthquake,2.06,0.64,0.046,3.0,reviewed,nc,nc,2011-05-10 20:34:55.320000+00:00
242,2011-05-07T00:36:16.330Z,48.11,-124.2406667,-0.403,0.9,md,5.0,178.0,0.07447,0.24,uw,uw10813908,2016-07-22T17:42:45.290Z,"16 km S of Clallam Bay, Washington",earthquake,0.058,0.9,0.03,4.0,reviewed,uw,uw,2011-05-07 00:36:16.330000+00:00
243,2011-05-06T22:46:43.160Z,48.1896667,-124.4948333,23.38,1.0,md,13.0,130.0,0.04701,0.38,uw,uw10813853,2016-07-22T17:42:43.850Z,"16 km WSW of Sekiu, Washington",earthquake,0.503,0.63,0.04,5.0,reviewed,uw,uw,2011-05-06 22:46:43.160000+00:00
244,2011-05-05T11:31:04.940Z,40.3123333,-124.3455,8.638,1.77,md,5.0,262.0,0.04775,0.03,nc,nc71565090,2017-01-24T11:00:12.684Z,"28 km SW of Scotia, California",earthquake,2.99,1.38,0.124,8.0,reviewed,nc,nc,2011-05-05 11:31:04.940000+00:00
245,2011-05-04T15:44:49.340Z,40.403,-127.254,10.0,3.0,ml,16.0,263.3,,0.93,us,usp000j0zw,2017-01-24T10:54:13.206Z,"254 km W of Ferndale, California",earthquake,,0.0,,,reviewed,us,us,2011-05-04 15:44:49.340000+00:00
246,2011-05-04T15:14:56.790Z,40.464,-126.914,10.0,3.0,ml,22.0,259.8,,0.82,us,usp000j0zq,2017-01-24T10:54:08.215Z,"224 km W of Ferndale, California",earthquake,,0.0,,,reviewed,us,us,2011-05-04 15:14:56.790000+00:00
247,2011-05-03T19:03:59.510Z,48.8231667,-123.019,14.853,2.0,md,19.0,128.0,0.2312,0.38,uw,uw10813093,2016-07-22T17:42:32.840Z,"18 km SSE of Point Roberts, Washington",earthquake,0.875,1.4,0.04,3.0,reviewed,uw,uw,2011-05-03 19:03:59.510000+00:00
248,2011-05-03T08:33:24.040Z,41.0423333,-123.4933333,36.205,2.38,md,27.0,125.0,0.2387,0.12,nc,nc71564045,2017-01-24T10:45:00.000Z,"16 km NE of Willow Creek, California",earthquake,0.6,0.56,0.163,26.0,reviewed,nc,nc,2011-05-03 08:33:24.040000+00:00
249,2011-05-03T00:56:28.500Z,40.4178333,-124.8901667,1.059,2.47,md,32.0,254.0,0.4721,0.24,nc,nc71563865,2017-01-24T10:42:00.174Z,"55 km WSW of Ferndale, California",earthquake,2.53,4.27,0.189,24.0,reviewed,nc,nc,2011-05-03 00:56:28.500000+00:00
250,2011-05-02T09:39:12.590Z,40.3848333,-125.7065,4.617,2.66,md,22.0,316.0,1.077,0.27,nc,nc71568781,2017-01-24T10:36:38.147Z,"124 km W of Ferndale, California",earthquake,15.38,13.16,0.193,17.0,reviewed,nc,nc,2011-05-02 09:39:12.590000+00:00
251,2011-05-01T20:33:45.170Z,40.4533333,-124.4441667,24.339,1.81,md,15.0,249.0,0.1793,0.12,nc,nc71568591,2017-01-24T10:34:01.135Z,"20 km SW of Ferndale, California",earthquake,0.64,0.78,0.066,8.0,reviewed,nc,nc,2011-05-01 20:33:45.170000+00:00
252,2011-05-01T11:17:39.860Z,48.7173333,-123.5023333,46.934,1.8,md,19.0,121.0,0.07555,0.26,uw,uw10812798,2016-07-22T17:42:25.050Z,"8 km NW of North Saanich, Canada",earthquake,0.843,0.7,0.04,4.0,reviewed,uw,uw,2011-05-01 11:17:39.860000+00:00
253,2011-05-01T06:53:48.310Z,40.2356667,-124.1631667,11.78,2.49,md,19.0,85.0,0.01622,0.14,nc,nc71568361,2017-01-24T10:30:12.510Z,"22 km WSW of Weott, California",earthquake,0.39,0.36,0.142,22.0,reviewed,nc,nc,2011-05-01 06:53:48.310000+00:00
254,2011-04-28T10:08:00.730Z,45.1773333,-123.3955,25.201,1.8,md,21.0,104.0,0.09899,0.29,uw,uw10815523,2016-07-22T17:41:34.700Z,"8 km N of Sheridan, Oregon",earthquake,0.56,0.72,0.03,5.0,reviewed,uw,uw,2011-04-28 10:08:00.730000+00:00
255,2011-04-27T23:45:37.050Z,40.6225,-124.05,14.636,2.06,md,16.0,151.0,0.191,0.1,nc,nc71566861,2017-01-24T10:10:26.728Z,"9 km NNE of Hydesville, California",earthquake,0.4,0.67,0.199,14.0,reviewed,nc,nc,2011-04-27 23:45:37.050000+00:00
256,2011-04-27T17:00:22.260Z,41.0486667,-125.4678333,1.577,2.63,md,26.0,301.0,1.095,0.17,nc,nc71566656,2017-01-24T10:08:41.308Z,"110 km WNW of Samoa, California",earthquake,7.02,16.47,0.217,21.0,reviewed,nc,nc,2011-04-27 17:00:22.260000+00:00
257,2011-04-27T15:45:49.100Z,40.2613333,-123.4976667,22.241,1.99,md,26.0,40.0,0.118,0.1,nc,nc71566621,2022-07-22T21:53:26.411Z,Northern California,earthquake,0.31,0.42,0.139,20.0,reviewed,nc,nc,2011-04-27 15:45:49.100000+00:00
258,2011-04-26T17:48:07.120Z,40.4178333,-123.2548333,26.888,1.75,md,12.0,60.0,0.1099,0.04,nc,nc71566056,2017-01-24T10:01:20.547Z,"16 km SSW of Hayfork, California",earthquake,0.45,0.92,0.193,15.0,reviewed,nc,nc,2011-04-26 17:48:07.120000+00:00
259,2011-04-24T23:24:18.750Z,40.302,-124.5023333,13.79,2.07,md,17.0,254.0,0.1577,0.24,nc,nc71564841,2017-01-24T09:47:48.211Z,"36 km SSW of Ferndale, California",earthquake,1.26,0.89,0.184,7.0,reviewed,nc,nc,2011-04-24 23:24:18.750000+00:00
260,2011-04-24T00:57:26.730Z,40.4823333,-124.3411667,22.979,1.82,md,15.0,206.0,0.1667,0.1,nc,nc71564306,2017-01-24T09:41:12.079Z,"12 km SSW of Ferndale, California",earthquake,0.91,0.72,0.235,9.0,reviewed,nc,nc,2011-04-24 00:57:26.730000+00:00
261,2011-04-23T20:03:09.590Z,47.9471667,-124.5746667,32.115,0.6,md,6.0,284.0,0.005702,0.09,uw,uw10814818,2016-07-22T17:41:19.200Z,"14 km W of Forks, Washington",earthquake,0.764,0.58,0.02,4.0,reviewed,uw,uw,2011-04-23 20:03:09.590000+00:00
262,2011-04-22T14:13:02.950Z,40.8008333,-123.9033333,24.491,2.69,md,21.0,68.0,0.0973,0.12,nc,nc71562731,2017-01-24T09:26:50.080Z,"11 km SE of Blue Lake, California",earthquake,0.35,0.69,0.138,38.0,reviewed,nc,nc,2011-04-22 14:13:02.950000+00:00
263,2011-04-22T01:32:14.410Z,40.8131667,-123.9553333,29.071,3.25,mw,18.0,144.0,0.05676,0.1,nc,nc71562581,2022-08-06T06:24:35.653Z,"8 km SSE of Blue Lake, California",earthquake,0.57,1.24,,3.0,reviewed,nc,nc,2011-04-22 01:32:14.410000+00:00
264,2011-04-21T14:33:25.330Z,40.5968333,-124.3625,16.842,1.92,md,16.0,203.0,0.2577,0.1,nc,nc71562196,2017-01-24T09:19:12.313Z,"8 km WNW of Ferndale, California",earthquake,0.71,0.92,0.033,9.0,reviewed,nc,nc,2011-04-21 14:33:25.330000+00:00
265,2011-04-21T11:52:03.520Z,40.4096667,-124.3225,21.269,1.63,md,12.0,262.0,0.09279,0.1,nc,nc71562131,2017-01-24T09:18:18.876Z,"19 km SSW of Ferndale, California",earthquake,1.71,0.65,0.15,5.0,reviewed,nc,nc,2011-04-21 11:52:03.520000+00:00
266,2011-04-19T02:28:59.650Z,41.2503333,-124.3623333,29.156,2.54,md,30.0,212.0,0.2721,0.15,nc,nc71560826,2017-01-24T09:00:54.420Z,"21 km WNW of Big Lagoon, California",earthquake,0.6,1.01,0.165,27.0,reviewed,nc,nc,2011-04-19 02:28:59.650000+00:00
267,2011-04-18T09:39:05.620Z,47.4893333,-123.9313333,26.302,0.9,md,14.0,150.0,0.02683,0.24,uw,uw10813613,2016-07-22T17:40:54.040Z,"4 km NW of Amanda Park, Washington",earthquake,1.426,1.28,0.02,5.0,reviewed,uw,uw,2011-04-18 09:39:05.620000+00:00
268,2011-04-18T03:39:36.630Z,40.7363333,-125.1576667,24.289,2.92,md,21.0,274.0,0.7838,0.23,nc,nc71560221,2017-01-24T08:52:18.408Z,"77 km WNW of Ferndale, California",earthquake,3.46,20.33,0.143,27.0,reviewed,nc,nc,2011-04-18 03:39:36.630000+00:00
269,2011-04-14T01:34:39.800Z,40.737,-126.402,10.0,4.4,mb,56.0,205.9,,0.93,us,usp000hzwx,2017-01-24T08:17:51.293Z,"181 km W of Ferndale, California",earthquake,,,,6.0,reviewed,us,us,2011-04-14 01:34:39.800000+00:00
270,2011-04-12T12:16:37.650Z,40.4048333,-124.2875,25.229,2.17,md,19.0,188.0,0.08288,0.13,nc,nc71556856,2017-01-24T08:07:43.161Z,"18 km WSW of Scotia, California",earthquake,1.03,0.85,0.075,14.0,reviewed,nc,nc,2011-04-12 12:16:37.650000+00:00
271,2011-04-10T21:21:16.340Z,40.3231667,-124.3793333,8.07,1.73,md,13.0,244.0,0.07297,0.18,nc,nc71555786,2017-01-24T07:54:35.245Z,"29 km SW of Scotia, California",earthquake,1.23,0.51,0.087,7.0,reviewed,nc,nc,2011-04-10 21:21:16.340000+00:00
272,2011-04-10T16:21:53.430Z,40.4566667,-125.9008333,20.497,3.9,mw,46.0,273.0,1.233,0.27,nc,nc71555656,2017-01-24T07:52:36.140Z,"139 km W of Ferndale, California",earthquake,3.28,7.53,,4.0,reviewed,nc,nc,2011-04-10 16:21:53.430000+00:00
273,2011-04-10T05:19:42.130Z,47.7231667,-123.864,5.528,0.6,md,11.0,98.0,0.142,0.21,uw,uw10812283,2016-07-22T17:40:23.780Z,"29 km N of Amanda Park, Washington",earthquake,0.888,3.12,0.02,4.0,reviewed,uw,uw,2011-04-10 05:19:42.130000+00:00
274,2011-04-09T23:27:16.650Z,47.2665,-123.8673333,24.712,1.1,md,10.0,163.0,0.1253,0.21,uw,uw10812253,2016-07-22T17:40:22.010Z,"7 km ENE of Humptulips, Washington",earthquake,1.055,0.58,0.03,3.0,reviewed,uw,uw,2011-04-09 23:27:16.650000+00:00
275,2011-04-08T23:28:32.960Z,48.402,-123.5463333,18.007,1.1,md,10.0,121.0,0.2562,0.14,uw,uw10812073,2016-07-22T17:40:17.190Z,"2 km NNW of Metchosin, Canada",earthquake,0.379,0.49,0.02,4.0,reviewed,uw,uw,2011-04-08 23:28:32.960000+00:00
