,CI YEAR,TSTRING,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LAT,LON,DEPTH,Md,Num P&S with weights > 0.1,max az gap,dist to nearest stn,tt RMS,ERH,ERZ,STRIKE,DIP,RAKE,PLATE DESIGNATION,TEMPLATE EVENT?,datetime
641,2.0,20121004045052.8,2012.0,10.0,4.0,4.0,50.0,52.82,44.5168,-124.4793,3.05,2.26,8.0,116.0,12.4,0.88,2.8,5.3,,,,Upper Plate,,2012-10-04 04:50:52+00:00
643,2.0,20121004050727.3,2012.0,10.0,4.0,5.0,7.0,27.29,44.6025,-124.2972,18.89,2.55,17.0,98.0,20.1,0.29,0.6,0.7,,,,Interface,T,2012-10-04 05:07:27+00:00
645,2.0,20121004060130.7,2012.0,10.0,4.0,6.0,1.0,30.7,40.3292,-124.6117,5.94,2.19,8.0,142.0,12.8,0.26,0.8,2.1,,,,Interface,,2012-10-04 06:01:30+00:00
646,2.0,20121004222414.4,2012.0,10.0,4.0,22.0,24.0,14.4,40.5157,-124.849,22.56,2.26,13.0,194.0,4.4,0.23,1.1,0.6,,,,Slab,,2012-10-04 22:24:14+00:00
647,2.0,20121005081926.7,2012.0,10.0,5.0,8.0,19.0,26.7,40.5217,-125.941,10.85,3.21,8.0,193.0,37.1,0.22,2.2,22.5,,,,Seaward of Trench,,2012-10-05 08:19:26+00:00
648,2.0,20121005154256.0,2012.0,10.0,5.0,15.0,42.0,56.0,40.2062,-124.5407,23.22,2.78,16.0,216.0,5.0,0.2,1.3,1.5,,,,Seaward of Trench,,2012-10-05 15:42:56+00:00
649,2.0,20121005175709.6,2012.0,10.0,5.0,17.0,57.0,9.56,40.2978,-124.721,20.73,2.75,26.0,133.0,8.8,0.26,0.8,1.4,,,,Seaward of Trench,,2012-10-05 17:57:09+00:00
650,2.0,20121005191503.8,2012.0,10.0,5.0,19.0,15.0,3.76,40.335,-124.6025,27.86,3.13,24.0,101.0,10.7,0.32,1.1,1.6,216.95,76.37,-5.25,Slab,,2012-10-05 19:15:03+00:00
651,2.0,20121005200406.1,2012.0,10.0,5.0,20.0,4.0,6.13,40.5433,-124.8608,24.24,2.83,8.0,212.0,19.1,0.5,3.2,6.6,,,,Slab,,2012-10-05 20:04:06+00:00
652,2.0,20121005214516.5,2012.0,10.0,5.0,21.0,45.0,16.47,40.226,-124.3765,6.04,2.71,19.0,188.0,10.0,0.87,3.2,3.3,,,,Upper Plate,,2012-10-05 21:45:16+00:00
653,2.0,20121006032714.8,2012.0,10.0,6.0,3.0,27.0,14.82,40.4073,-124.6047,24.28,2.44,12.0,106.0,15.6,0.41,1.7,3.6,,,,Slab,,2012-10-06 03:27:14+00:00
654,2.0,20121006120721.1,2012.0,10.0,6.0,12.0,7.0,21.09,40.608,-123.8658,33.77,2.65,9.0,80.0,20.5,0.13,0.9,1.7,,,,Slab,,2012-10-06 12:07:21+00:00
655,2.0,20121006205929.0,2012.0,10.0,6.0,20.0,59.0,29.04,40.404,-124.6838,23.15,2.43,12.0,110.0,9.0,0.33,1.6,1.8,,,,Slab,,2012-10-06 20:59:29+00:00
656,2.0,20121007005935.1,2012.0,10.0,7.0,0.0,59.0,35.1,40.782,-124.5043,23.6,3.14,9.0,167.0,40.2,0.25,3.4,24.1,,,,Undef,,2012-10-07 00:59:35+00:00
657,2.0,20121007075217.0,2012.0,10.0,7.0,7.0,52.0,17.03,40.4388,-124.1285,26.38,2.95,21.0,76.0,2.5,0.57,1.7,2.4,,,,Slab,,2012-10-07 07:52:17+00:00
658,2.0,20121007131105.1,2012.0,10.0,7.0,13.0,11.0,5.14,40.7887,-124.5155,32.25,3.04,8.0,102.0,22.7,0.16,1.5,2.8,,,,Slab,,2012-10-07 13:11:05+00:00
659,2.0,20121007225755.4,2012.0,10.0,7.0,22.0,57.0,55.39,40.6803,-123.6495,6.97,2.5,5.0,203.0,22.7,0.32,3.2,25.6,,,,Undef,,2012-10-07 22:57:55+00:00
660,2.0,20121008100408.7,2012.0,10.0,8.0,10.0,4.0,8.72,41.0518,-124.017,20.27,3.0,18.0,89.0,11.8,0.97,2.0,1.5,,,,Slab,Catalog,2012-10-08 10:04:08+00:00
663,2.0,20121010033750.9,2012.0,10.0,10.0,3.0,37.0,50.93,40.5348,-124.7638,24.7,2.5,12.0,204.0,5.9,0.25,1.3,1.4,,,,Slab,,2012-10-10 03:37:50+00:00
664,2.0,20121010232618.8,2012.0,10.0,10.0,23.0,26.0,18.77,44.6093,-124.289,19.02,2.45,16.0,98.0,19.3,0.33,0.7,0.8,,,,Interface,T,2012-10-10 23:26:18+00:00
665,2.0,20121011065443.9,2012.0,10.0,11.0,6.0,54.0,43.9,40.3222,-124.5432,19.98,2.51,7.0,122.0,9.1,0.46,3.5,4.4,,,,Slab,,2012-10-11 06:54:43+00:00
666,2.0,20121011071021.6,2012.0,10.0,11.0,7.0,10.0,21.63,40.3993,-125.3768,6.12,2.97,7.0,233.0,29.4,0.34,4.2,2.6,,,,Seaward of Trench,,2012-10-11 07:10:21+00:00
667,2.0,20121011185851.7,2012.0,10.0,11.0,18.0,58.0,51.73,40.4337,-124.7058,26.28,2.6,12.0,80.0,8.7,0.17,1.4,1.8,,,,Slab,,2012-10-11 18:58:51+00:00
668,2.0,20121012071907.9,2012.0,10.0,12.0,7.0,19.0,7.88,40.6618,-123.8787,34.2,2.59,7.0,106.0,21.5,0.1,0.9,1.8,,,,Slab,,2012-10-12 07:19:07+00:00
669,2.0,20121012200602.1,2012.0,10.0,12.0,20.0,6.0,2.13,40.4883,-123.8133,2.53,2.55,9.0,108.0,6.9,0.29,1.1,2.5,,,,Upper Plate,,2012-10-12 20:06:02+00:00
670,2.0,20121013052610.9,2012.0,10.0,13.0,5.0,26.0,10.9,40.3425,-124.6738,22.04,2.65,10.0,173.0,10.4,0.18,1.4,1.3,,,,Slab,,2012-10-13 05:26:10+00:00
671,2.0,20121014023944.3,2012.0,10.0,14.0,2.0,39.0,44.31,40.2517,-124.4555,11.99,2.43,17.0,174.0,4.7,0.25,0.9,1.6,,,,Seaward of Trench,,2012-10-14 02:39:44+00:00
672,2.0,20121014030801.1,2012.0,10.0,14.0,3.0,8.0,1.1,40.7087,-124.1907,15.97,2.78,12.0,129.0,18.2,0.24,1.0,1.6,,,,Slab,,2012-10-14 03:08:01+00:00
674,2.0,20121015131105.1,2012.0,10.0,15.0,13.0,11.0,5.05,40.3968,-124.6793,23.38,2.57,18.0,105.0,11.3,0.27,0.8,1.6,,,,Slab,,2012-10-15 13:11:05+00:00
675,2.0,20121015192431.9,2012.0,10.0,15.0,19.0,24.0,31.88,40.6033,-124.455,23.1,2.74,12.0,171.0,32.2,0.37,5.0,32.9,,,,Undef,,2012-10-15 19:24:31+00:00
676,2.0,20121015220336.5,2012.0,10.0,15.0,22.0,3.0,36.48,40.4202,-124.6432,22.12,2.57,8.0,108.0,14.2,0.13,1.1,1.6,,,,Slab,,2012-10-15 22:03:36+00:00
678,2.0,20121017030536.8,2012.0,10.0,17.0,3.0,5.0,36.76,40.4295,-124.5472,31.13,2.76,13.0,126.0,15.1,0.37,1.4,2.6,182.73,62.97,-30.68,Slab,,2012-10-17 03:05:36+00:00
679,2.0,20121017035014.9,2012.0,10.0,17.0,3.0,50.0,14.87,40.952,-124.6143,27.35,3.33,25.0,96.0,4.2,0.47,1.5,1.7,90.7,83.72,13.65,Slab,Catalog,2012-10-17 03:50:14+00:00
680,2.0,20121018053142.0,2012.0,10.0,18.0,5.0,31.0,41.98,44.399,-124.1975,6.29,1.5,6.0,145.0,34.7,0.06,0.4,13.5,,,,Upper Plate,,2012-10-18 05:31:42+00:00
681,2.0,20121018073518.5,2012.0,10.0,18.0,7.0,35.0,18.54,40.4118,-124.7638,23.15,2.44,16.0,77.0,3.9,0.42,1.3,1.3,,,,Slab,,2012-10-18 07:35:18+00:00
682,2.0,20121018092553.8,2012.0,10.0,18.0,9.0,25.0,53.83,42.2077,-124.6262,1.25,2.91,5.0,150.0,26.6,0.04,1.7,0.9,,,,Interface,ST,2012-10-18 09:25:53+00:00
683,2.0,20121018111525.4,2012.0,10.0,18.0,11.0,15.0,25.36,40.3785,-124.7207,16.71,2.35,7.0,158.0,7.2,0.12,2.5,2.6,,,,Slab,,2012-10-18 11:15:25+00:00
684,2.0,20121018134032.2,2012.0,10.0,18.0,13.0,40.0,32.25,40.7917,-123.9978,30.84,2.91,11.0,92.0,3.9,0.21,1.4,1.1,,,,Slab,T,2012-10-18 13:40:32+00:00
685,2.0,20121018145426.7,2012.0,10.0,18.0,14.0,54.0,26.74,40.4212,-124.7125,17.53,2.45,17.0,86.0,2.9,0.17,0.6,0.8,,,,Slab,,2012-10-18 14:54:26+00:00
686,2.0,20121019090751.0,2012.0,10.0,19.0,9.0,7.0,51.02,40.2765,-124.6762,15.7,2.9,20.0,142.0,13.3,0.22,0.9,1.8,,,,Seaward of Trench,,2012-10-19 09:07:51+00:00
687,2.0,20121019111013.5,2012.0,10.0,19.0,11.0,10.0,13.5,40.2273,-124.503,23.79,2.96,24.0,174.0,2.0,0.32,1.2,1.8,,,,Seaward of Trench,,2012-10-19 11:10:13+00:00
688,2.0,20121020005556.2,2012.0,10.0,20.0,0.0,55.0,56.25,40.5738,-126.971,6.76,4.26,5.0,303.0,51.9,0.11,6.9,12.2,,,,Seaward of Trench,Catalog,2012-10-20 00:55:56+00:00
689,2.0,20121020025437.1,2012.0,10.0,20.0,2.0,54.0,37.08,40.663,-127.1597,6.88,4.06,6.0,282.0,135.8,0.22,7.9,22.2,,,,Seaward of Trench,Catalog,2012-10-20 02:54:37+00:00
690,2.0,20121021002811.0,2012.0,10.0,21.0,0.0,28.0,10.98,40.4147,-125.2035,5.69,2.55,8.0,123.0,14.9,0.36,1.9,3.5,,,,Seaward of Trench,,2012-10-21 00:28:11+00:00
691,2.0,20121021015805.6,2012.0,10.0,21.0,1.0,58.0,5.64,40.5727,-124.7793,26.38,2.99,7.0,260.0,9.1,0.17,2.5,1.8,,,,Slab,,2012-10-21 01:58:05+00:00
692,2.0,20121021171141.0,2012.0,10.0,21.0,17.0,11.0,41.03,40.4315,-124.716,29.25,2.81,12.0,129.0,2.9,0.24,2.4,1.1,,,,Slab,,2012-10-21 17:11:41+00:00
693,2.0,20121021175326.6,2012.0,10.0,21.0,17.0,53.0,26.64,40.3975,-124.6705,23.91,2.8,11.0,119.0,12.6,0.23,1.2,2.1,,,,Slab,,2012-10-21 17:53:26+00:00
694,2.0,20121021204007.5,2012.0,10.0,21.0,20.0,40.0,7.51,40.9122,-123.9233,29.94,3.81,21.0,42.0,13.8,0.29,0.6,1.2,,,,Slab,T,2012-10-21 20:40:07+00:00
695,2.0,20121021213519.4,2012.0,10.0,21.0,21.0,35.0,19.38,41.0165,-123.9985,6.97,2.64,4.0,230.0,22.3,0.08,1.2,13.0,,,,Undef,,2012-10-21 21:35:19+00:00
696,2.0,20121021230312.1,2012.0,10.0,21.0,23.0,3.0,12.14,40.2623,-124.6525,3.0,3.01,28.0,148.0,12.3,0.43,1.1,0.4,,,,Seaward of Trench,Catalog,2012-10-21 23:03:12+00:00
698,2.0,20121022135222.8,2012.0,10.0,22.0,13.0,52.0,22.83,40.2902,-124.4752,22.04,2.78,15.0,110.0,5.8,0.23,1.1,1.5,,,,Slab,,2012-10-22 13:52:22+00:00
699,2.0,20121022210726.7,2012.0,10.0,22.0,21.0,7.0,26.74,40.4898,-124.9552,18.02,2.17,9.0,237.0,12.6,0.1,1.4,1.4,,,,Seaward of Trench,,2012-10-22 21:07:26+00:00
700,2.0,20121022233512.9,2012.0,10.0,22.0,23.0,35.0,12.87,40.63,-125.2438,9.95,2.8,16.0,142.0,26.7,0.35,2.5,3.5,,,,Seaward of Trench,,2012-10-22 23:35:12+00:00
701,2.0,20121023051448.0,2012.0,10.0,23.0,5.0,14.0,48.02,40.7722,-124.7242,29.36,3.13,28.0,80.0,25.9,0.44,1.2,2.9,,,,Slab,Catalog,2012-10-23 05:14:48+00:00
702,2.0,20121023054744.0,2012.0,10.0,23.0,5.0,47.0,43.97,40.778,-124.5717,29.55,3.3,11.0,134.0,18.9,0.36,1.5,3.4,,,,Slab,,2012-10-23 05:47:44+00:00
703,2.0,20121024015320.3,2012.0,10.0,24.0,1.0,53.0,20.28,40.386,-124.6952,23.34,2.64,10.0,113.0,9.5,0.24,1.3,1.7,,,,Slab,,2012-10-24 01:53:20+00:00
704,2.0,20121024193640.2,2012.0,10.0,24.0,19.0,36.0,40.24,40.2858,-124.676,19.56,3.14,17.0,175.0,14.1,0.24,1.2,1.7,,,,Seaward of Trench,,2012-10-24 19:36:40+00:00
705,2.0,20121025132337.4,2012.0,10.0,25.0,13.0,23.0,37.42,40.9088,-124.0633,16.32,2.79,11.0,160.0,10.5,0.12,0.7,1.2,,,,Interface,,2012-10-25 13:23:37+00:00
706,2.0,20121026000341.9,2012.0,10.0,26.0,0.0,3.0,41.94,40.9063,-125.0875,13.5,3.12,6.0,147.0,51.7,0.26,2.1,21.6,,,,Seaward of Trench,,2012-10-26 00:03:41+00:00
707,2.0,20121026120937.2,2012.0,10.0,26.0,12.0,9.0,37.24,40.3208,-124.7613,16.38,2.47,19.0,162.0,4.6,0.24,0.8,1.5,,,,Seaward of Trench,,2012-10-26 12:09:37+00:00
708,2.0,20121026122658.2,2012.0,10.0,26.0,12.0,26.0,58.2,40.3433,-124.74,15.2,2.72,12.0,146.0,5.0,0.22,1.0,1.2,,,,Seaward of Trench,,2012-10-26 12:26:58+00:00
709,2.0,20121026204253.3,2012.0,10.0,26.0,20.0,42.0,53.32,41.8292,-125.7413,11.37,3.02,7.0,124.0,24.8,0.38,1.6,31.1,,,,Seaward of Trench,,2012-10-26 20:42:53+00:00
710,2.0,20121026222119.0,2012.0,10.0,26.0,22.0,21.0,19.03,40.3403,-124.902,12.1,2.67,29.0,120.0,4.3,0.5,1.3,2.0,,,,Seaward of Trench,Catalog,2012-10-26 22:21:19+00:00
711,2.0,20121027021018.2,2012.0,10.0,27.0,2.0,10.0,18.19,40.2832,-124.5508,4.04,2.82,13.0,139.0,5.5,0.21,0.6,0.4,,,,Interface,,2012-10-27 02:10:18+00:00
712,2.0,20121027112920.9,2012.0,10.0,27.0,11.0,29.0,20.85,40.4168,-124.8205,32.07,-9.0,5.0,202.0,2.6,0.09,14.2,1.4,,,,Slab,,2012-10-27 11:29:20+00:00
713,2.0,20121027155840.4,2012.0,10.0,27.0,15.0,58.0,40.37,40.4307,-125.3733,3.62,2.79,8.0,161.0,29.4,0.2,1.4,0.7,,,,Seaward of Trench,,2012-10-27 15:58:40+00:00
714,2.0,20121027184200.5,2012.0,10.0,27.0,18.0,42.0,0.54,40.6842,-126.2473,10.23,2.87,4.0,182.0,10.9,0.09,14.1,11.1,,,,Seaward of Trench,,2012-10-27 18:42:00+00:00
715,2.0,20121028011244.9,2012.0,10.0,28.0,1.0,12.0,44.95,40.5275,-125.3942,10.87,3.44,16.0,163.0,21.5,0.32,2.1,26.4,,,,Seaward of Trench,,2012-10-28 01:12:44+00:00
717,2.0,20121030013910.1,2012.0,10.0,30.0,1.0,39.0,10.08,40.8998,-123.9943,18.57,2.16,9.0,145.0,9.6,0.22,1.7,1.2,,,,Slab,,2012-10-30 01:39:10+00:00
718,2.0,20121031043807.3,2012.0,10.0,31.0,4.0,38.0,7.3,40.3762,-125.1323,3.38,2.39,9.0,315.0,8.7,0.12,1.7,0.5,,,,Seaward of Trench,,2012-10-31 04:38:07+00:00
719,2.0,20121031152952.6,2012.0,10.0,31.0,15.0,29.0,52.65,41.0058,-123.6755,10.27,3.13,8.0,151.0,15.3,0.06,0.6,0.9,,,,Upper Plate,Catalog,2012-10-31 15:29:52+00:00
720,2.0,20121031161344.5,2012.0,10.0,31.0,16.0,13.0,44.48,40.5008,-124.6232,22.79,2.64,10.0,142.0,6.9,0.11,1.0,1.2,,,,Slab,,2012-10-31 16:13:44+00:00
